OrderDate,OrderNumber,OrderLineItem,ProductSold,SoldTo,SoldIn,OrderQuantity,SoldBy,Shipping_Type,Order_Status
7/30/2015,SO46919,1,362,11481,6,1,285,Self Pickup,ok
7/30/2015,SO46911,1,377,24832,1,1,285,Self Pickup,ok
7/30/2015,SO46912,1,377,13177,9,1,282,Self Pickup,ok
7/31/2015,SO46923,1,369,13176,1,1,292,Self Pickup,ok
7/31/2015,SO46928,1,356,12358,10,1,292,Self Pickup,ok
7/31/2015,SO46926,1,377,21169,8,1,289,Self Pickup,ok
7/31/2015,SO46924,1,375,13203,9,1,287,Self Pickup,ok
7/31/2015,SO46920,1,362,11609,4,1,287,Self Pickup,ok
7/31/2015,SO46927,1,362,12348,9,1,287,Self Pickup,ok
7/31/2015,SO46922,1,368,13088,1,1,287,Self Pickup,ok
7/31/2015,SO46925,1,373,21165,9,1,285,Self Pickup,ok
7/31/2015,SO46921,1,371,15454,9,1,284,Self Pickup,ok
8/1/2015,SO47068,1,370,13246,1,1,292,Delivery Truck,ok
8/1/2015,SO47073,1,369,25287,4,1,295,Self Pickup,ok
8/1/2015,SO47074,1,362,26293,4,1,293,Self Pickup,ok
8/1/2015,SO47069,1,383,14017,8,1,292,Self Pickup,ok
8/1/2015,SO47070,1,387,14025,9,1,292,Self Pickup,ok
8/1/2015,SO47076,1,362,12588,6,1,292,Self Pickup,ok
8/1/2015,SO47071,1,369,15667,1,1,288,Self Pickup,ok
8/1/2015,SO47075,1,360,12685,8,1,287,Self Pickup,ok
8/1/2015,SO47072,1,340,20062,9,1,287,Self Pickup,ok
8/2/2015,SO47084,1,370,21561,9,1,291,Delivery Truck,ok
8/2/2015,SO47078,1,375,13248,5,1,295,Self Pickup,ok
8/2/2015,SO47083,1,328,15288,4,1,292,Self Pickup,ok
8/2/2015,SO47081,1,340,15203,4,1,288,Self Pickup,ok
8/2/2015,SO47082,1,322,15254,1,1,287,Self Pickup,ok
8/2/2015,SO47079,1,375,13359,4,1,287,Self Pickup,ok
8/2/2015,SO47080,1,360,26302,10,1,287,Self Pickup,ok
8/2/2015,SO47077,1,369,16329,4,1,284,Self Pickup,ok
8/3/2015,SO47090,1,377,21394,10,1,287,Delivery Truck,ok
8/3/2015,SO47089,1,340,15284,9,1,295,Regular Air,ok
8/3/2015,SO47088,1,369,13274,4,1,293,Self Pickup,ok
8/3/2015,SO47085,1,379,16311,1,1,292,Self Pickup,ok
8/3/2015,SO47087,1,377,13383,1,1,284,Self Pickup,ok
8/4/2015,SO47095,1,370,25095,6,1,296,Regular Air,ok
8/4/2015,SO47098,1,360,12667,6,1,293,Self Pickup,ok
8/4/2015,SO47099,1,324,26134,9,1,292,Self Pickup,ok
8/4/2015,SO47093,1,369,13380,9,1,292,Self Pickup,ok
8/4/2015,SO47097,1,370,21257,8,1,288,Self Pickup,ok
8/4/2015,SO47092,1,369,28802,4,1,287,Self Pickup,ok
8/4/2015,SO47091,1,354,28532,9,1,284,Self Pickup,ok
8/4/2015,SO47094,1,377,15664,7,1,281,Self Pickup,ok
8/5/2015,SO47102,1,370,13424,1,1,295,Self Pickup,ok
8/5/2015,SO47101,1,371,16260,10,1,291,Self Pickup,ok
8/5/2015,SO47100,1,360,11612,6,1,291,Self Pickup,ok
8/5/2015,SO47104,1,379,13279,1,1,285,Self Pickup,ok
8/5/2015,SO47105,1,371,13319,10,1,284,Self Pickup,ok
8/5/2015,SO47106,1,369,25361,1,1,284,Self Pickup,ok
8/5/2015,SO47103,1,368,13369,4,1,284,Self Pickup,ok
8/6/2015,SO47108,1,369,13839,6,1,295,Self Pickup,ok
8/6/2015,SO47113,1,342,15255,9,1,292,Self Pickup,ok
8/6/2015,SO47114,1,373,21387,10,1,292,Self Pickup,ok
8/6/2015,SO47115,1,370,21393,4,1,291,Self Pickup,ok
8/6/2015,SO47112,1,356,20318,6,1,287,Self Pickup,ok
8/6/2015,SO47107,1,352,11616,7,1,287,Self Pickup,ok
8/6/2015,SO47109,1,375,28819,9,1,287,Self Pickup,ok
8/6/2015,SO47118,1,362,28541,6,1,287,Self Pickup,ok
8/6/2015,SO47117,1,354,12586,7,1,287,Self Pickup,ok
8/6/2015,SO47110,1,370,28850,6,1,287,Self Pickup,ok
8/6/2015,SO47116,1,387,24611,9,1,287,Self Pickup,ok
8/6/2015,SO47111,1,369,25100,9,1,285,Self Pickup,ok
8/7/2015,SO47127,1,371,21258,9,1,292,Delivery Truck,ok
8/7/2015,SO47129,1,352,12677,4,1,282,Express Air,ok
8/7/2015,SO47126,1,371,13326,4,1,295,Self Pickup,ok
8/7/2015,SO47120,1,381,14006,9,1,295,Self Pickup,ok
8/7/2015,SO47128,1,368,21556,10,1,292,Self Pickup,ok
8/7/2015,SO47124,1,371,13384,4,1,288,Self Pickup,ok
8/7/2015,SO47123,1,371,25408,9,1,285,Self Pickup,ok
8/7/2015,SO47122,1,371,13362,6,1,284,Self Pickup,ok
8/7/2015,SO47121,1,375,28832,6,1,284,Self Pickup,ok
8/7/2015,SO47125,1,375,13325,4,1,284,Self Pickup,ok
8/7/2015,SO47119,1,368,16275,1,1,283,Self Pickup,ok
8/8/2015,SO47131,1,371,13243,1,1,295,Self Pickup,ok
8/8/2015,SO47133,1,379,13357,4,1,295,Self Pickup,ok
8/8/2015,SO47134,1,354,26296,10,1,293,Self Pickup,ok
8/8/2015,SO47136,1,379,21389,1,1,293,Self Pickup,ok
8/8/2015,SO47132,1,375,13283,1,1,292,Self Pickup,ok
8/8/2015,SO47135,1,342,27027,9,1,292,Self Pickup,ok
8/8/2015,SO47130,1,375,16406,6,1,287,Self Pickup,ok
8/8/2015,SO47137,1,371,13348,4,1,287,Self Pickup,ok
8/9/2015,SO47138,1,379,16308,9,1,292,Delivery Truck,ok
8/9/2015,SO47145,1,338,26131,9,1,292,Regular Air,ok
8/9/2015,SO47142,1,369,21230,4,1,296,Self Pickup,ok
8/9/2015,SO47144,1,342,26033,9,1,292,Self Pickup,ok
8/9/2015,SO47139,1,375,13238,9,1,292,Self Pickup,ok
8/9/2015,SO47141,1,371,21225,4,1,292,Self Pickup,ok
8/9/2015,SO47140,1,356,26290,9,1,292,Self Pickup,ok
8/9/2015,SO47143,1,362,12684,10,1,292,Self Pickup,ok
8/10/2015,SO47146,1,389,18133,9,1,295,Self Pickup,ok
8/10/2015,SO47148,1,377,21259,4,1,288,Self Pickup,ok
8/10/2015,SO47147,1,375,13324,9,1,288,Self Pickup,ok
8/10/2015,SO47149,1,360,12669,8,1,284,Self Pickup,ok
8/11/2015,SO47154,1,334,26133,6,1,284,Regular Air,missing
8/11/2015,SO47153,1,320,26024,7,1,295,Self Pickup,ok
8/11/2015,SO47152,1,360,28547,8,1,292,Self Pickup,ok
8/11/2015,SO47151,1,370,25363,9,1,287,Self Pickup,ok
8/11/2015,SO47150,1,370,15625,9,1,287,Self Pickup,ok
8/12/2015,SO47156,1,373,28837,9,1,285,Express Air,ok
8/12/2015,SO47160,1,369,21403,9,1,293,Self Pickup,ok
8/12/2015,SO47159,1,362,26300,4,1,292,Self Pickup,ok
8/12/2015,SO47157,1,369,25864,9,1,292,Self Pickup,ok
8/12/2015,SO47163,1,362,12671,7,1,288,Self Pickup,ok
8/12/2015,SO47158,1,360,26280,4,1,288,Self Pickup,ok
8/12/2015,SO47155,1,370,13801,9,1,287,Self Pickup,ok
8/12/2015,SO47162,1,371,21418,6,1,285,Self Pickup,ok
8/12/2015,SO47161,1,375,21408,6,1,281,Self Pickup,ok
8/13/2015,SO47164,1,360,12123,9,1,292,Regular Air,ok
8/13/2015,SO47175,1,368,13812,9,1,296,Self Pickup,ok
8/13/2015,SO47166,1,368,15656,8,1,295,Self Pickup,ok
8/13/2015,SO47167,1,375,13419,9,1,292,Self Pickup,ok
8/13/2015,SO47172,1,352,12668,1,1,288,Self Pickup,ok
8/13/2015,SO47174,1,354,12584,9,1,287,Self Pickup,ok
8/13/2015,SO47168,1,377,13286,4,1,287,Self Pickup,ok
8/13/2015,SO47173,1,356,12675,7,1,287,Self Pickup,ok
8/13/2015,SO47171,1,373,21552,1,1,285,Self Pickup,ok
8/13/2015,SO47170,1,377,21228,8,1,284,Self Pickup,ok
8/13/2015,SO47165,1,370,15649,9,1,284,Self Pickup,ok
8/13/2015,SO47169,1,352,26281,10,1,283,Self Pickup,ok
8/14/2015,SO47181,1,368,13329,4,1,292,Delivery Truck,missing
8/14/2015,SO47180,1,370,13287,9,1,287,Regular Air,ok
8/14/2015,SO47176,1,358,11492,1,1,287,Regular Air,ok
8/14/2015,SO47179,1,377,28848,10,1,295,Self Pickup,ok
8/14/2015,SO47183,1,334,15200,4,1,295,Self Pickup,ok
8/14/2015,SO47184,1,379,21380,1,1,293,Self Pickup,ok
8/14/2015,SO47182,1,354,26298,6,1,293,Self Pickup,ok
8/14/2015,SO47178,1,383,14026,4,1,288,Self Pickup,ok
8/14/2015,SO47185,1,356,12133,1,1,287,Self Pickup,ok
8/14/2015,SO47177,1,381,14022,8,1,284,Self Pickup,ok
8/15/2015,SO47186,1,371,13806,7,1,295,Self Pickup,ok
8/15/2015,SO47189,1,373,28818,6,1,293,Self Pickup,ok
8/15/2015,SO47192,1,371,16328,4,1,293,Self Pickup,ok
8/15/2015,SO47187,1,385,18134,10,1,293,Self Pickup,ok
8/15/2015,SO47194,1,377,13269,1,1,293,Self Pickup,ok
8/15/2015,SO47191,1,379,13382,8,1,293,Self Pickup,ok
8/15/2015,SO47197,1,377,21218,10,1,293,Self Pickup,ok
8/15/2015,SO47195,1,371,13355,8,1,287,Self Pickup,ok
8/15/2015,SO47190,1,369,25892,1,1,285,Self Pickup,ok
8/15/2015,SO47188,1,389,19253,4,1,284,Self Pickup,ok
8/15/2015,SO47193,1,328,20162,6,1,284,Self Pickup,ok
8/15/2015,SO47196,1,362,26286,9,1,281,Self Pickup,ok
8/16/2015,SO47200,1,373,13247,7,1,293,Delivery Truck,ok
8/16/2015,SO47198,1,370,14169,1,1,293,Self Pickup,ok
8/16/2015,SO47202,1,356,26285,1,1,292,Self Pickup,ok
8/16/2015,SO47201,1,356,26277,8,1,287,Self Pickup,ok
8/16/2015,SO47199,1,322,20051,4,1,284,Self Pickup,ok
8/17/2015,SO47206,1,332,15256,9,1,292,Express Air,ok
8/17/2015,SO47204,1,377,25371,9,1,292,Express Air,ok
8/17/2015,SO47208,1,369,21359,4,1,292,Self Pickup,ok
8/17/2015,SO47203,1,370,25883,6,1,292,Self Pickup,ok
8/17/2015,SO47212,1,360,12580,9,1,287,Self Pickup,ok
8/17/2015,SO47207,1,336,27043,4,1,287,Self Pickup,ok
8/17/2015,SO47211,1,362,12578,9,1,287,Self Pickup,ok
8/17/2015,SO47209,1,370,21379,9,1,284,Self Pickup,ok
8/17/2015,SO47210,1,389,24609,6,1,282,Self Pickup,ok
8/17/2015,SO47205,1,352,26301,6,1,281,Self Pickup,ok
8/18/2015,SO47213,1,377,16287,10,1,295,Self Pickup,ok
8/18/2015,SO47214,1,389,19195,9,1,293,Self Pickup,ok
8/18/2015,SO47219,1,362,12577,9,1,292,Self Pickup,ok
8/18/2015,SO47218,1,369,21361,10,1,291,Self Pickup,ok
8/18/2015,SO47220,1,358,12579,6,1,288,Self Pickup,ok
8/18/2015,SO47217,1,375,21222,9,1,287,Self Pickup,ok
8/18/2015,SO47215,1,368,28836,9,1,287,Self Pickup,ok
8/18/2015,SO47216,1,360,26299,1,1,287,Self Pickup,ok
8/19/2015,SO47226,1,368,13314,8,1,292,Delivery Truck,ok
8/19/2015,SO47229,1,358,26295,4,1,286,Express Air,refunded
8/19/2015,SO47224,1,369,15659,6,1,296,Self Pickup,ok
8/19/2015,SO47227,1,375,25288,4,1,295,Self Pickup,ok
8/19/2015,SO47222,1,381,26316,6,1,295,Self Pickup,ok
8/19/2015,SO47228,1,375,13237,8,1,293,Self Pickup,ok
8/19/2015,SO47223,1,370,25875,7,1,292,Self Pickup,ok
8/19/2015,SO47230,1,371,21256,9,1,292,Self Pickup,ok
8/19/2015,SO47221,1,370,13823,1,1,287,Self Pickup,ok
8/19/2015,SO47231,1,362,11564,6,1,285,Self Pickup,ok
8/19/2015,SO47225,1,375,13277,1,1,281,Self Pickup,ok
8/20/2015,SO47235,1,375,16317,10,1,292,Delivery Truck,ok
8/20/2015,SO47232,1,373,15627,4,1,285,Express Air,ok
8/20/2015,SO47237,1,368,28834,10,1,296,Self Pickup,ok
8/20/2015,SO47233,1,379,16250,10,1,293,Self Pickup,ok
8/20/2015,SO47238,1,370,16405,9,1,292,Self Pickup,ok
8/20/2015,SO47240,1,381,24612,10,1,292,Self Pickup,ok
8/20/2015,SO47241,1,368,21559,10,1,292,Self Pickup,ok
8/20/2015,SO47234,1,389,19260,7,1,288,Self Pickup,ok
8/20/2015,SO47242,1,362,28540,6,1,287,Self Pickup,ok
8/20/2015,SO47239,1,371,21384,9,1,287,Self Pickup,ok
8/20/2015,SO47243,1,338,20712,9,1,286,Self Pickup,ok
8/20/2015,SO47236,1,385,14023,8,1,285,Self Pickup,ok
8/21/2015,SO47245,1,375,16420,9,1,292,Self Pickup,ok
8/21/2015,SO47246,1,342,20713,9,1,292,Self Pickup,ok
8/21/2015,SO47251,1,377,21226,10,1,287,Self Pickup,ok
8/21/2015,SO47252,1,352,12676,1,1,287,Self Pickup,ok
8/21/2015,SO47247,1,371,13292,10,1,285,Self Pickup,ok
8/21/2015,SO47249,1,377,13346,9,1,284,Self Pickup,ok
8/21/2015,SO47253,1,356,12683,9,1,284,Self Pickup,ok
8/21/2015,SO47248,1,375,13340,4,1,284,Self Pickup,ok
8/21/2015,SO47250,1,379,21217,10,1,283,Self Pickup,ok
8/21/2015,SO47244,1,385,19193,1,1,282,Self Pickup,ok
8/22/2015,SO47262,1,379,21560,7,1,283,Delivery Truck,ok
8/22/2015,SO47261,1,362,26305,4,1,295,Self Pickup,ok
8/22/2015,SO47260,1,375,13233,8,1,295,Self Pickup,ok
8/22/2015,SO47257,1,368,14141,1,1,292,Self Pickup,ok
8/22/2015,SO47255,1,358,11561,9,1,289,Self Pickup,ok
8/22/2015,SO47258,1,377,13298,1,1,287,Self Pickup,ok
8/22/2015,SO47256,1,373,16417,4,1,287,Self Pickup,ok
8/22/2015,SO47254,1,332,15276,10,1,285,Self Pickup,ok
8/22/2015,SO47263,1,358,12589,1,1,285,Self Pickup,ok
8/22/2015,SO47259,1,375,13351,9,1,283,Self Pickup,ok
8/23/2015,SO47265,1,375,13250,9,1,295,Self Pickup,ok
8/23/2015,SO47266,1,377,21555,9,1,293,Self Pickup,ok
8/23/2015,SO47267,1,352,12674,4,1,293,Self Pickup,ok
8/23/2015,SO47264,1,368,16410,10,1,293,Self Pickup,ok
8/23/2015,SO47268,1,375,21402,9,1,287,Self Pickup,ok
8/24/2015,SO47269,1,362,28512,8,1,291,Delivery Truck,ok
8/24/2015,SO47271,1,381,18140,9,1,295,Self Pickup,ok
8/24/2015,SO47279,1,362,12680,7,1,295,Self Pickup,ok
8/24/2015,SO47278,1,379,21404,6,1,295,Self Pickup,ok
8/24/2015,SO47272,1,371,29013,9,1,293,Self Pickup,ok
8/24/2015,SO47276,1,342,15289,7,1,288,Self Pickup,ok
8/24/2015,SO47277,1,371,21219,7,1,287,Self Pickup,ok
8/24/2015,SO47275,1,338,19076,4,1,287,Self Pickup,ok
8/24/2015,SO47270,1,360,28519,9,1,287,Self Pickup,ok
8/24/2015,SO47273,1,368,13420,4,1,284,Self Pickup,ok
8/25/2015,SO47280,1,352,11615,6,1,285,Regular Air,ok
8/25/2015,SO47288,1,373,13353,1,1,295,Self Pickup,ok
8/25/2015,SO47290,1,368,21558,8,1,293,Self Pickup,ok
8/25/2015,SO47283,1,373,15655,10,1,292,Self Pickup,ok
8/25/2015,SO47289,1,360,26297,10,1,292,Self Pickup,ok
8/25/2015,SO47285,1,373,29135,4,1,287,Self Pickup,ok
8/25/2015,SO47282,1,381,19258,1,1,287,Self Pickup,ok
8/25/2015,SO47284,1,368,13402,7,1,287,Self Pickup,ok
8/25/2015,SO47286,1,328,19944,8,1,287,Self Pickup,ok
8/25/2015,SO47287,1,375,13280,1,1,285,Self Pickup,ok
8/25/2015,SO47281,1,389,17099,9,1,285,Self Pickup,ok
8/26/2015,SO47303,1,322,26029,10,1,293,Regular Air,refunded
8/26/2015,SO47301,1,358,26292,1,1,295,Self Pickup,ok
8/26/2015,SO47296,1,385,14024,10,1,288,Self Pickup,ok
8/26/2015,SO47291,1,371,16318,4,1,288,Self Pickup,ok
8/26/2015,SO47295,1,387,14005,8,1,288,Self Pickup,ok
8/26/2015,SO47300,1,336,20717,1,1,287,Self Pickup,ok
8/26/2015,SO47294,1,383,18139,1,1,287,Self Pickup,ok
8/26/2015,SO47299,1,369,13425,10,1,287,Self Pickup,ok
8/26/2015,SO47302,1,360,12670,1,1,286,Self Pickup,ok
8/26/2015,SO47297,1,377,13385,4,1,284,Self Pickup,ok
8/26/2015,SO47293,1,385,19192,9,1,283,Self Pickup,ok
8/26/2015,SO47298,1,371,13403,7,1,282,Self Pickup,ok
8/26/2015,SO47292,1,379,13811,9,1,281,Self Pickup,ok
8/27/2015,SO47313,1,373,21231,4,1,296,Self Pickup,ok
8/27/2015,SO47307,1,334,20711,9,1,293,Self Pickup,ok
8/27/2015,SO47314,1,362,12673,9,1,292,Self Pickup,ok
8/27/2015,SO47311,1,332,15252,4,1,292,Self Pickup,ok
8/27/2015,SO47312,1,332,15280,10,1,292,Self Pickup,ok
8/27/2015,SO47309,1,377,13316,1,1,287,Self Pickup,ok
8/27/2015,SO47308,1,326,20718,6,1,287,Self Pickup,ok
8/27/2015,SO47304,1,379,16272,4,1,286,Self Pickup,ok
8/27/2015,SO47310,1,354,26303,10,1,285,Self Pickup,ok
8/27/2015,SO47305,1,369,25393,10,1,284,Self Pickup,ok
8/27/2015,SO47306,1,369,28798,6,1,284,Self Pickup,ok
8/28/2015,SO47320,1,377,13315,1,1,295,Self Pickup,ok
8/28/2015,SO47317,1,379,14154,4,1,293,Self Pickup,ok
8/28/2015,SO47322,1,342,15287,1,1,292,Self Pickup,ok
8/28/2015,SO47316,1,369,13361,4,1,287,Self Pickup,ok
8/28/2015,SO47318,1,375,13273,1,1,287,Self Pickup,ok
8/28/2015,SO47315,1,379,13840,7,1,285,Self Pickup,ok
8/28/2015,SO47321,1,373,13354,4,1,284,Self Pickup,ok
8/28/2015,SO47319,1,370,13299,7,1,284,Self Pickup,ok
8/29/2015,SO47328,1,360,12681,9,1,293,Self Pickup,ok
8/29/2015,SO47326,1,379,13288,4,1,293,Self Pickup,ok
8/29/2015,SO47324,1,377,13400,4,1,293,Self Pickup,ok
8/29/2015,SO47327,1,377,13304,4,1,292,Self Pickup,ok
8/29/2015,SO47325,1,373,13278,1,1,287,Self Pickup,ok
8/29/2015,SO47323,1,362,28529,7,1,287,Self Pickup,ok
8/30/2015,SO47330,1,369,16324,6,1,293,Delivery Truck,ok
8/30/2015,SO47335,1,356,12581,10,1,282,Regular Air,unknown
8/30/2015,SO47332,1,356,20350,10,1,289,Self Pickup,ok
8/30/2015,SO47334,1,369,21557,9,1,288,Self Pickup,ok
8/30/2015,SO47333,1,368,21229,9,1,287,Self Pickup,ok
8/30/2015,SO47329,1,379,13367,9,1,287,Self Pickup,ok
8/30/2015,SO47336,1,338,26027,9,1,285,Self Pickup,ok
8/30/2015,SO47331,1,332,20807,1,1,283,Self Pickup,ok
8/31/2015,SO47338,1,373,16277,9,1,293,Self Pickup,ok
8/31/2015,SO47337,1,354,28520,9,1,293,Self Pickup,ok
8/31/2015,SO47347,1,320,26025,1,1,292,Self Pickup,ok
8/31/2015,SO47339,1,371,15626,9,1,292,Self Pickup,ok
8/31/2015,SO47343,1,379,21553,10,1,288,Self Pickup,ok
8/31/2015,SO47341,1,368,25104,8,1,288,Self Pickup,ok
8/31/2015,SO47344,1,354,12686,4,1,287,Self Pickup,ok
8/31/2015,SO47340,1,369,13401,9,1,285,Self Pickup,ok
8/31/2015,SO47342,1,360,26304,6,1,284,Self Pickup,ok
8/31/2015,SO47348,1,330,26028,7,1,284,Self Pickup,ok
8/31/2015,SO47345,1,356,12583,9,1,284,Self Pickup,ok
8/31/2015,SO47346,1,360,12585,9,1,283,Self Pickup,ok
9/1/2015,SO47461,1,356,26320,4,1,289,Self Pickup,ok
9/1/2015,SO47460,1,320,19255,7,1,285,Self Pickup,ok
9/2/2015,SO47463,1,373,14203,8,1,286,Delivery Truck,missing
9/2/2015,SO47462,1,375,15926,4,1,292,Self Pickup,ok
9/2/2015,SO47466,1,381,24887,9,1,292,Self Pickup,ok
9/2/2015,SO47464,1,370,16461,4,1,292,Self Pickup,ok
9/2/2015,SO47467,1,371,13446,9,1,288,Self Pickup,ok
9/2/2015,SO47468,1,328,26152,10,1,285,Self Pickup,ok
9/2/2015,SO47465,1,340,15303,7,1,283,Self Pickup,ok
9/3/2015,SO47475,1,369,21945,9,1,287,Delivery Truck,ok
9/3/2015,SO47470,1,358,28685,7,1,295,Regular Air,refunded
9/3/2015,SO47471,1,370,14539,9,1,288,Regular Air,ok
9/3/2015,SO47473,1,369,21875,1,1,293,Self Pickup,ok
9/3/2015,SO47474,1,379,21893,10,1,287,Self Pickup,ok
9/3/2015,SO47472,1,379,13438,7,1,287,Self Pickup,ok
9/3/2015,SO47469,1,383,19301,9,1,287,Self Pickup,ok
9/3/2015,SO47476,1,352,12693,9,1,285,Self Pickup,ok
9/4/2015,SO47478,1,324,20811,9,1,295,Self Pickup,ok
9/4/2015,SO47480,1,371,21568,10,1,289,Self Pickup,ok
9/4/2015,SO47482,1,370,21948,9,1,285,Self Pickup,ok
9/4/2015,SO47477,1,352,28560,10,1,285,Self Pickup,ok
9/4/2015,SO47481,1,373,21899,9,1,284,Self Pickup,ok
9/4/2015,SO47479,1,330,20832,7,1,282,Self Pickup,ok
9/5/2015,SO47483,1,379,14424,7,1,287,Express Air,ok
9/5/2015,SO47485,1,371,14524,7,1,296,Self Pickup,ok
9/5/2015,SO47486,1,377,14538,7,1,286,Self Pickup,ok
9/6/2015,SO47487,1,377,16427,9,1,287,Express Air,ok
9/6/2015,SO47490,1,371,21895,9,1,295,Self Pickup,ok
9/6/2015,SO47489,1,368,21888,10,1,292,Self Pickup,ok
9/6/2015,SO47488,1,379,13426,4,1,287,Self Pickup,ok
9/7/2015,SO47492,1,334,19181,7,1,296,Self Pickup,ok
9/7/2015,SO47491,1,369,15932,8,1,284,Self Pickup,ok
9/8/2015,SO47495,1,368,16196,6,1,288,Delivery Truck,ok
9/8/2015,SO47498,1,324,27071,7,1,295,Self Pickup,ok
9/8/2015,SO47500,1,369,21951,8,1,295,Self Pickup,ok
9/8/2015,SO47499,1,377,21572,10,1,295,Self Pickup,ok
9/8/2015,SO47496,1,371,16470,8,1,292,Self Pickup,ok
9/8/2015,SO47493,1,358,28569,9,1,291,Self Pickup,ok
9/8/2015,SO47501,1,360,12214,9,1,285,Self Pickup,ok
9/8/2015,SO47494,1,373,15927,7,1,284,Self Pickup,ok
9/8/2015,SO47497,1,370,14170,10,1,284,Self Pickup,ok
9/9/2015,SO47503,1,383,19299,4,1,287,Delivery Truck,ok
9/9/2015,SO47509,1,368,21957,1,1,287,Regular Air,ok
9/9/2015,SO47506,1,354,26324,10,1,295,Self Pickup,ok
9/9/2015,SO47504,1,360,11605,1,1,292,Self Pickup,ok
9/9/2015,SO47502,1,383,19278,8,1,289,Self Pickup,ok
9/9/2015,SO47507,1,332,15311,9,1,287,Self Pickup,ok
9/9/2015,SO47508,1,370,21892,9,1,287,Self Pickup,ok
9/9/2015,SO47505,1,352,26307,9,1,285,Self Pickup,ok
9/9/2015,SO47510,1,352,12688,10,1,285,Self Pickup,ok
9/10/2015,SO47518,1,373,21946,4,1,295,Self Pickup,ok
9/10/2015,SO47519,1,336,26153,7,1,295,Self Pickup,ok
9/10/2015,SO47512,1,373,16446,8,1,292,Self Pickup,ok
9/10/2015,SO47517,1,342,15308,4,1,291,Self Pickup,ok
9/10/2015,SO47511,1,375,14200,10,1,288,Self Pickup,ok
9/10/2015,SO47516,1,362,26309,9,1,287,Self Pickup,ok
9/10/2015,SO47515,1,354,26308,9,1,287,Self Pickup,ok
9/10/2015,SO47514,1,377,15684,1,1,287,Self Pickup,ok
9/10/2015,SO47513,1,368,15675,8,1,285,Self Pickup,ok
9/11/2015,SO47525,1,379,21889,7,1,288,Express Air,ok
9/11/2015,SO47524,1,370,21567,10,1,293,Regular Air,ok
9/11/2015,SO47526,1,354,12215,9,1,288,Self Pickup,ok
9/11/2015,SO47521,1,369,16445,1,1,287,Self Pickup,ok
9/11/2015,SO47523,1,371,13443,4,1,287,Self Pickup,ok
9/11/2015,SO47522,1,387,14089,10,1,286,Self Pickup,ok
9/11/2015,SO47527,1,360,28559,10,1,285,Self Pickup,ok
9/11/2015,SO47520,1,389,19263,9,1,283,Self Pickup,ok
9/12/2015,SO47532,1,383,24888,4,1,293,Express Air,ok
9/12/2015,SO47529,1,377,13429,1,1,295,Self Pickup,ok
9/12/2015,SO47528,1,352,11598,4,1,288,Self Pickup,ok
9/12/2015,SO47530,1,328,15312,9,1,285,Self Pickup,ok
9/12/2015,SO47533,1,371,21886,8,1,285,Self Pickup,ok
9/12/2015,SO47531,1,338,15325,9,1,283,Self Pickup,ok
9/12/2015,SO47534,1,328,26148,9,1,282,Self Pickup,ok
9/13/2015,SO47542,1,373,21571,1,1,292,Self Pickup,ok
9/13/2015,SO47541,1,340,15314,9,1,292,Self Pickup,ok
9/13/2015,SO47545,1,354,28553,10,1,288,Self Pickup,ok
9/13/2015,SO47536,1,387,14088,4,1,287,Self Pickup,ok
9/13/2015,SO47543,1,377,21956,1,1,287,Self Pickup,ok
9/13/2015,SO47538,1,379,13449,9,1,285,Self Pickup,ok
9/13/2015,SO47535,1,385,14083,9,1,285,Self Pickup,ok
9/13/2015,SO47537,1,371,13436,1,1,284,Self Pickup,ok
9/13/2015,SO47544,1,358,12694,1,1,284,Self Pickup,ok
9/13/2015,SO47540,1,362,26326,7,1,284,Self Pickup,ok
9/13/2015,SO47539,1,328,20824,4,1,282,Self Pickup,ok
9/14/2015,SO47552,1,368,21950,7,1,295,Delivery Truck,missing
9/14/2015,SO47550,1,336,15290,9,1,293,Delivery Truck,ok
9/14/2015,SO47553,1,354,12698,10,1,296,Self Pickup,ok
9/14/2015,SO47548,1,330,20834,9,1,293,Self Pickup,ok
9/14/2015,SO47549,1,342,19256,1,1,292,Self Pickup,ok
9/14/2015,SO47554,1,362,12222,10,1,287,Self Pickup,ok
9/14/2015,SO47555,1,368,15674,7,1,287,Self Pickup,ok
9/14/2015,SO47546,1,360,28683,9,1,285,Self Pickup,ok
9/14/2015,SO47551,1,371,21878,8,1,284,Self Pickup,ok
9/15/2015,SO47559,1,362,12699,9,1,287,Self Pickup,ok
9/15/2015,SO47558,1,370,25981,1,1,287,Self Pickup,ok
9/15/2015,SO47556,1,379,14701,6,1,284,Self Pickup,ok
9/15/2015,SO47557,1,377,13431,7,1,281,Self Pickup,ok
9/16/2015,SO47562,1,377,21944,10,1,287,Delivery Truck,ok
9/16/2015,SO47561,1,320,15328,9,1,292,Self Pickup,ok
9/16/2015,SO47560,1,324,27053,4,1,288,Self Pickup,ok
9/16/2015,SO47564,1,356,12210,9,1,285,Self Pickup,ok
9/16/2015,SO47563,1,368,21955,6,1,284,Self Pickup,ok
9/17/2015,SO47565,1,377,15697,9,1,295,Self Pickup,ok
9/17/2015,SO47569,1,379,21959,9,1,288,Self Pickup,ok
9/17/2015,SO47566,1,389,24613,8,1,288,Self Pickup,ok
9/17/2015,SO47568,1,375,21885,9,1,287,Self Pickup,ok
9/17/2015,SO47567,1,379,21570,9,1,286,Self Pickup,ok
